Title,Year,Rated,Released,Runtime,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,genres
The Swap,2016,TV-G,07 Oct 2016,100,Jay Karas,Charlie Shahnaian| Shari Simpson,Peyton List| Jacob Bertrand| Claire Rankin| Darrin Rose,English,USA,3 nominations.,-1.0,6.1,1807,tt5653444,Comedy|Family|Fantasy
The Thirteenth Year,1999,TV-G,15 May 1999,95,Duwayne Dunham,Jenny Arata (story)| Robert L. Baird (teleplay)| Kelly Senecal (teleplay)| Jenny Arata (teleplay),Chez Starbuck| Justin Jon Ross| Courtnee Draper| Brent Briscoe,English,USA,1 nomination.,-1.0,6.0,5072,tt0200208,Comedy|Family|Fantasy
The Tortoise and the Hare,1935,Approved,05 Jan 1935,9,Wilfred Jackson,Aesop| Larry Clemmons,Eddie Holden| Ned Norton| Pinto Colvig,English,United States,Won 1 Oscar. 1 win total,-1.0,7.2,3006,tt0027126,Animation|Short|Comedy
The Ugly Dachshund,1966,Not-Rated,16 Feb 1966,93,Norman Tokar,Albert Aley| G.B. Stern,Dean Jones| Suzanne Pleshette| Charles Ruggles,English|Japanese,United States,,-1.0,6.7,4092,tt0061135,Comedy|Family
The Ultimate Christmas Present,2000,TV-G,01 Dec 2000,85,Greg Beeman,Hallie Einhorn (story)| Michael Hitchcock (story)| Michael Hitchcock (teleplay),Hallee Hirsh| Spencer Breslin| Hallie Todd| Brenda Song,English,Canada| USA,2 wins & 3 nominations.,-1.0,5.8,1592,tt0256466,Children|Comedy
The Vanishing Prairie,1954,Approved,13 May 1955,71,James Algar,James Algar| Winston Hibler| Ted Sears,Winston Hibler,English,United States,Won 1 Oscar. 4 wins total,-1.0,7.3,612,tt0047642,Documentary|Family
The Wise Little Hen,1934,Passed,07 Jun 1934,8,Wilfred Jackson,Otto Englander,Purv Pullen| Florence Gill| Clarence Nash,English,United States,,-1.0,7.0,2112,tt0025997,Animation|Short|Comedy
The Wizards Return: Alex vs Alex,2013,TV-G,15 Mar 2013,60,Victor Gonzalez,Todd J. Greenwald (based on the series created by)| Ben Montanio| Vince Cheung| Dan Berendsen,Selena Gomez| Jake T. Austin| Jennifer Stone| Gregg Sulkin,English|Italian,USA,2 nominations.,-1.0,6.5,5796,tt2448374,Animation|Action|Adventure|Comedy|Drama|Family|Fantasy|Romance
The World According to Jeff Goldblum,2019,TV-PG,12 Nov 2019,30,,,Jeff Goldblum| Greg Newkirk| Andrew Freeman,,United States,Nominated for 1 Primetime Emmy. 1 nomination total,-1.0,7.7,2588,tt10196390,Documentary|Comedy
Three Blind Mouseketeers,1936,Approved,26 Sep 1936,9,David Hand,Merrill De Maris| Otto Englander| Webb Smith,Billy Bletcher| Pinto Colvig,English,United States,,-1.0,6.3,1005,tt0028365,Animation|Short|Comedy
Three Days,2001,TV-G,09 Dec 2001,100,Michael Switzer,Robert Tate Miller| Eric Tuchman,Kristin Davis| Reed Diamond| Danielle Brett| Tim Meadows,English,USA,,-1.0,7.1,998,tt0301935,Drama|Family|Fantasy
Three Little Pigs,1933,Passed,27 May 1933,9,Burt Gillett,Pinto Colvig| Albert Hunter| Boris V. Morkovin,Billy Bletcher| Pinto Colvig| Dorothy Compton,English,United States,Won 1 Oscar. 2 wins total,-1.0,7.5,5806,tt0024660,Animation|Children|Comedy|Musical
Three Little Wolves,1936,Approved,18 Apr 1936,9,Burt Gillett| David Hand,William Cottrell| Joe Grant| Bob Kuwahara,Alyce Ardell| Leone Le Doux| Billy Bletcher,English,United States,,-1.0,7.1,1495,tt0028368,Animation|Short|Adventure
Thru the Mirror,1936,Approved,30 May 1936,9,David Hand,Lewis Carroll| William Cottrell| Joe Grant,Billy Bletcher| Pinto Colvig| James MacDonald,English,United States,,-1.0,7.5,2337,tt0028378,Animation|Short|Comedy
Tiger Cruise,2004,TV-PG,06 Aug 2004,88,Duwayne Dunham,Anna Sandor| Bruce Graham,Hayden Panettiere| Bill Pullman| Troy Evans| Bianca Collins,English,USA,3 nominations.,-1.0,6.1,1314,tt0397113,Drama|Family
The Making of Tim Burton's 'The Nightmare Before Christmas',1993,G,15 Oct 2003,25,,,Tim Burton| Henry Selick| Kathleen Gavin| Danny Elfman,English,USA,,-1.0,7.8,53,tt1028555,Documentary|Short
Timon & Pumbaa,1995,TV-Y,08 Sep 1995,22,,,Ernie Sabella| Kevin Schon| Jim Cummings,English|Telugu,United States,3 wins & 14 nominations,-1.0,7.1,9962,tt0112197,Animation|Short|Adventure
Tin Toy,1988,G,30 Dec 1988,5,John Lasseter,John Lasseter,Mel Blanc,English,United States,Won 1 Oscar. 4 wins total,-1.0,6.5,10668,tt0096273,Animation|Short|Family
Tinker Bell,2008,G,28 Oct 2008,78,Bradley Raymond,Jeffrey M. Howard (screenplay)| Jeffrey M. Howard (story)| Bradley Raymond (story)| J.M. Barrie (characters),Mae Whitman| Kristin Chenoweth| Raven-Symoné| Lucy Liu,English,USA,,-1.0,6.8,12346,tt0823671,Adventure|Animation|Children|Fantasy
Tinker Bell and the Great Fairy Rescue,2010,G,21 Sep 2010,76,Bradley Raymond,Bob Hilgenberg (screenplay)| Rob Muir (screenplay)| Joe Ansolabehere (screenplay)| Paul Germain (screenplay)| Bradley Raymond (story)| Jeffrey M. Howard (story),Mae Whitman| Lauren Mote| Michael Sheen| Pamela Adlon,English,USA,1 win & 1 nomination.,-1.0,6.9,7837,tt1216515,Adventure|Animation|Children|Fantasy
Tinker Bell and the Lost Treasure,2009,G,27 Oct 2009,81,Klay Hall,Evan Spiliotopoulos (screenplay)| Klay Hall (story)| Evan Spiliotopoulos (story),Mae Whitman| Jesse McCartney| Jane Horrocks| Lucy Liu,English,USA,1 nomination.,-1.0,6.7,9958,tt1216516,Adventure|Animation|Children|Fantasy
Titanic: 20 Years Later with James Cameron,2017,G,26 Nov 2017,46,Thomas C. Grane,Richard Brehm,Jacqueline Astor Drexel| Robert Ballard| Harold Bride| Muffet Laurie Brown,English,USA,,-1.0,7.2,542,tt7620568,Documentary
Toby Tortoise Returns,1936,Approved,22 Aug 1936,7,Wilfred Jackson,William Cottrell| Joe Grant| Ward Kimball,Alyce Ardell| Marcellite Garner| Eddie Holden,English,United States,,-1.0,6.7,1307,tt0028390,Animation|Short|Comedy
Toy Story Toons: Hawaiian Vacation,2011,G,24 Jun 2011,6,Gary Rydstrom,Gary Rydstrom| Jason Katz| Erik Benson,Tom Hanks| Tim Allen| Joan Cusack,English|Spanish|Hawaiian,United States,,-1.0,7.3,8726,tt1850374,Adventure|Animation|Children|Comedy|Fantasy
Toy Story Toons: Partysaurus Rex,2012,G,14 Sep 2012,7,Mark A. Walsh| Dylan Brown,Mark A. Walsh| John Lasseter,Tom Hanks| Tim Allen| Wallace Shawn,English,United States,,-1.0,7.5,7022,tt2340678,Animation|Children|Comedy
Toy Story Toons: Small Fry,2011,G,23 Nov 2011,7,Angus MacLane,Angus MacLane| John Lasseter| Josh Cooley,Tom Hanks| Tim Allen| John Ratzenberger,English,United States,,-1.0,7.1,6857,tt2033372,Adventure|Animation|Children|Comedy|Fantasy
Trailer Horn,1950,Approved,28 Apr 1950,6,Jack Hannah,Roy Williams,Dessie Flynn| James MacDonald| Clarence Nash,English,United States,,-1.0,6.8,664,tt0043063,Animation|Comedy|Family
Treasure Island,1950,PG,19 Jul 1950,96,Byron Haskin,Lawrence Edward Watkin| Robert Louis Stevenson,Bobby Driscoll| Robert Newton| Basil Sydney,English,United Kingdom| United States,1 nomination,89.0,6.9,8151,tt0043067,Adventure|Children
Treasure of Matecumbe,1976,G,01 Jul 1976,117,Vincent McEveety,Don Tait| Robert Lewis Taylor,Robert Foxworth| Joan Hackett| Peter Ustinov,English,United States,,-1.0,6.1,770,tt0075347,Adventure|Family|Western
Tru Confessions,2002,TV-G,05 Apr 2002,112,Paul Hoen,Janet Tashjian (novel)| Stu Krieger (teleplay),Clara Bryant| Shia LaBeouf| Mare Winningham| William Francis McGuire,English,USA| Canada,1 win.,-1.0,7.5,3033,tt0296251,Children|Comedy|Drama
Tugboat Mickey,1940,Approved,26 Apr 1940,7,Clyde Geronimi,,Walt Disney| Clarence Nash| Danny Webb,English,United States,,-1.0,7.0,1014,tt0033188,Animation|Short|Comedy
'Twas the Night,2001,TV-G,07 Dec 2001,84,Nick Castle,Jim Lincoln (story)| Dan Studney (story)| Jim Lincoln (teleplay)| Dan Studney (teleplay)| Jenny Tripp (teleplay),Josh Zuckerman| Brenda Grate| Bryan Cranston| Jefferson Mappin,English,USA,1 win & 3 nominations.,-1.0,5.3,903,tt0282223,Comedy|Family
Twitches,2005,TV-PG,14 Oct 2005,86,Stuart Gillard,Melissa Gould (teleplay)| Dan Berendsen (teleplay)| H.B. Gilmour (book)| Randi Reisfeld (book),Tia Mowry-Hardrict| Tamera Mowry-Housley| Kristen Wilson| Patrick Fabian,English,USA,1 win.,-1.0,5.8,7486,tt0467421,Children|Comedy|Drama|Fantasy
Twitches Too,2007,TV-PG,12 Oct 2007,83,Stuart Gillard,Dan Berendsen| H.B. Gilmour (characters)| Randi Reisfeld (characters),Tia Mowry-Hardrict| Tamera Mowry-Housley| Kristen Wilson| Patrick Fabian,English,USA,,-1.0,5.8,4511,tt1017465,Drama|Family|Fantasy|Horror|Thriller
Unidentified Flying Oddball,1979,G,26 Jul 1979,93,Russ Mayberry,Don Tait| Mark Twain,Dennis Dugan| Jim Dale| Ron Moody,English,United States,,66.0,5.1,1166,tt0080062,Adventure|Comedy|Fantasy|Sci-Fi
"Up, Up, and Away!",2000,TV-G,22 Jan 2000,90,Robert Townsend,Dan Berendsen,Robert Townsend| Michael J. Pagan| Alex Datcher| Sherman Hemsley,English,Canada| USA,1 nomination.,-1.0,5.6,1862,tt0211174,Comedy|Family|Fantasy|Sci-Fi
WALL·E,2008,G,27 Jun 2008,98,Andrew Stanton,Andrew Stanton| Pete Docter| Jim Reardon,Ben Burtt| Elissa Knight| Jeff Garlin,English|Hindi,United States,Won 1 Oscar. 94 wins & 95 nominations total,95.0,8.4,1076317,tt0910970,Adventure|Animation|Children|Romance|Sci-Fi
Wendy Wu: Homecoming Warrior,2006,TV-PG,16 Jun 2006,91,John Laing,Vince Cheung| Ben Montanio| B. Mark Seabrooks| Lydia Look,Brenda Song| Shin Koyamada| Susan Chuang| Justin Chon,English|Mandarin|Cantonese,USA,,-1.0,5.4,5965,tt0790781,Action|Adventure|Family|Fantasy|Romance|Sci-Fi
Whispers: An Elephant's Tale,2000,G,10 Mar 2000,72,Dereck Joubert,Dereck Joubert| Beverly Joubert| Jordan Moffet,Angela Bassett| Joanna Lumley| Anne Archer,English,United States,,30.0,5.0,356,tt0185007,Adventure|Family
Wild Yellowstone,2015,G,03 Dec 2015,-1,,Andy Mitchell,,English,USA,3 wins.,-1.0,7.5,69,tt3803728,Documentary
Winged Seduction: Birds of Paradise,2012,G,22 Nov 2012,-1,Molly Hermann,Molly Hermann,Josh Goodman,English,USA,,-1.0,6.5,25,tt2543062,Documentary
Winnie the Pooh: A Very Merry Pooh Year,2002,G,12 Nov 2002,65,Gary Katona| Ed Wexler| Jamie Mitchell,Brian Hohlfeld| Ted Henning| Karl Geurs,Jim Cummings| Peter Cullen| John Fiedler,English,United States,4 nominations,-1.0,6.6,2487,tt0324572,Animation|Comedy|Drama
Winter Storage,1949,Approved,03 Jun 1949,7,Jack Hannah,Bill Berg| Nick George,Dessie Flynn| James MacDonald| Clarence Nash,English,United States,,-1.0,7.2,1031,tt0042047,Animation|Comedy|Family
Wizards of Waverly Place,2007,TV-G,12 Oct 2007,22,,Todd J. Greenwald,Selena Gomez| David Henrie| Jake T. Austin,English,United States,Won 2 Primetime Emmys. 37 wins & 50 nominations total,-1.0,7.0,32932,tt0799922,Adventure|Comedy|Drama
Wizards of Waverly Place: The Movie,2009,TV-G,28 Aug 2009,94,Lev L. Spiro,Todd J. Greenwald (creator)| Dan Berendsen,Selena Gomez| David Henrie| Jake T. Austin| Jennifer Stone,English|Russian,USA,Won 1 Primetime Emmy. Another 1 win & 4 nominations.,-1.0,6.2,16314,tt1369845,Animation|Action|Adventure|Comedy|Drama|Family|Fantasy
Wolverine and the X-Men,2008,TV-Y7,23 Jan 2009,23,,,Steve Blum| Jim Ward| Nolan North,English,United States,,-1.0,8.0,10849,tt0772145,Animation|Action|Adventure
X-Men: Evolution,2000,TV-Y7,04 Nov 2000,23,,,Scott McNeil| Meghan Black| Christopher Judge,English,United States| Canada,3 wins & 6 nominations,-1.0,7.8,11659,tt0247827,Animation|Action|Drama
Ye Olden Days,1933,Approved,24 Mar 1933,8,Burt Gillett,,Billy Bletcher| Pinto Colvig| Count Cutelli,English,United States,,-1.0,6.5,1251,tt0024792,Animation|Short|Comedy
Yellowstone Cubs,1963,Not-Rated,01 Jun 1963,48,Charles L. Draper,Ralph Wright,Rex Allen| Joe Way,English,United States,1 nomination,-1.0,6.9,283,tt0206446,Adventure|Family
You Lucky Dog,1998,TV-G,27 Jun 1998,89,Paul Schneider,David Covell (story)| David Covell (teleplay)| Peter I. Baloff (teleplay)| Dave Wollert (teleplay),Kirk Cameron| Chelsea Noble| John de Lancie| Christine Healy,English,USA,,-1.0,4.7,616,tt0153992,Comedy|Family|Fantasy|Mystery
You Wish!,2003,TV-G,10 Jan 2003,84,Paul Hoen,Christopher Reed (teleplay)| Cynthia Carle (teleplay)| Jackie French Koller (book),A.J. Trauth| Spencer Breslin| Lalaine| Tim Reid,English,New Zealand| USA,3 nominations.,-1.0,6.1,1751,tt0329783,Comedy|Family|Fantasy|Drama
Your Friend the Rat,2007,G,06 Nov 2007,11,Jim Capobianco,Jim Capobianco| Jeff Pidgeon (story)| Alexander Woo (story),Patton Oswalt| Peter Sohn| Lou Romano| Tony Russel,English,USA,1 win.,-1.0,7.1,5532,tt1134859,Animation|Short|Comedy|Family
Z-O-M-B-I-E-S,2018,TV-G,16 Feb 2018,94,Paul Hoen,David Light| Joseph Raso| David Light (based on 'Zombies & Cheerleaders' written by)| Joseph Raso (based on 'Zombies & Cheerleaders' written by),Milo Manheim| Meg Donnelly| Trevor Tordjman| Kylee Russell,English,USA,2 nominations.,-1.0,6.3,4130,tt6878820,Family|Musical|Romance
Zapped,2014,TV-G,23 Jun 2014,102,Peter DeLuise,"Leslie Margolis (based on the novel ""Boys Are Dogs"" by)| Billy Eddy (teleplay)| Matt Eddy (teleplay)| Rachelle Skoretz (television story by)",Zendaya| Chanelle Peloso| Spencer Boldman| Emilia McCarthy,English,Canada| USA,5 wins & 1 nomination.,-1.0,5.1,4402,tt3544734,Children|Comedy|Fantasy|Romance
Zenon: Girl of the 21st Century,1999,TV-G,23 Jan 1999,97,Kenneth Johnson,Marilyn Sadler (book)| Roger Bollen (book)| Stu Krieger (teleplay),Kirsten Storms| Raven-Symoné| Stuart Pankin| Holly Fulger,English,USA,2 nominations.,-1.0,6.4,7010,tt0186726,Adventure|Comedy|Family|Sci-Fi
Zenon: The Zequel,2001,TV-G,12 Jan 2001,100,Manny Coto,Marilyn Sadler (book)| Roger Bollen (book)| Stu Krieger (teleplay),Kirsten Storms| Shadia Simmons| Lauren Maltby| Susan Brady,English,USA| New Zealand,1 nomination.,-1.0,5.9,3602,tt0271271,Adventure|Children|Comedy|Sci-Fi
Zenon: Z3,2004,TV-G,11 Jun 2004,81,Steve Rash,"Marilyn Sadler (character from the book ""Zenon: Girl of the Twenty First Century"")| Roger Bollen (character from the book ""Zenon: Girl of the Twenty First Century"")| Stu Krieger",Kirsten Storms| Lauren Maltby| Alyson Morgan| Stuart Pankin,English,USA,,-1.0,5.5,2499,tt0379060,Adventure|Comedy|Family|Sci-Fi
Brave Little Tailor,1938,Approved,23 Sep 1938,9,Burt Gillett| Bill Roberts,Jack Kinney| Frank Tashlin,Walt Disney| Marcellite Garner| Eddie Holden,English,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,7.6,2904,tt0029943,Animation|Children|Fantasy
Justin Morgan Had a Horse,1972,TV-G,06 Feb 1972,91,Hollingsworth Morse,Calvin Clements Jr.| Marguerite Henry| Rod Peterson,Don Murray| R.G. Armstrong| Whit Bissell,English,United States,,-1.0,6.7,205,tt0068789,Family|Drama|Western
The Cat from Outer Space,1978,G,09 Jun 1978,104,Norman Tokar,Ted Key,Ken Berry| Sandy Duncan| Harry Morgan,English,United States,1 nomination,58.0,6.0,5124,tt0077305,Comedy|Family|Sci-Fi
Those Calloways,1965,Approved,05 Nov 1965,131,Norman Tokar,Louis Pelletier| Paul Annixter,Brian Keith| Vera Miles| Brandon De Wilde,English,United States,,-1.0,6.6,700,tt0059796,Children|Drama
Imagination Movers,2008,TV-Y,06 Sep 2008,30,,Richard Gitelson,Rich Collins| Scott Durbin| David Poche,English,United States,2 wins & 5 nominations,-1.0,7.3,793,tt1101237,Family
Aquamarine,2006,PG,03 Mar 2006,110,Elizabeth Allen Rosenbaum,John Quaintance| Jessica Bendinger| Alice Hoffman,Emma Roberts| JoJo| Sara Paxton,English,United States,1 win & 5 nominations,51.0,5.4,41611,tt0429591,Children|Comedy|Fantasy
X-Men Origins: Wolverine,2009,PG-13,01 May 2009,107,Gavin Hood,David Benioff| Skip Woods,Hugh Jackman| Liev Schreiber| Ryan Reynolds,English,United States| United Kingdom,3 wins & 21 nominations,40.0,6.6,492940,tt0458525,Action|Sci-Fi|Thriller
Night at the Museum: Battle of the Smithsonian,2009,PG,22 May 2009,105,Shawn Levy,Robert Ben Garant| Thomas Lennon,Ben Stiller| Owen Wilson| Amy Adams,English,United States| Canada,2 wins & 9 nominations,42.0,6.0,191332,tt1078912,Adventure|Comedy|Family
Eddie the Eagle: Attitude Is Altitude - Filming the Ski Jumps,2016,G,14 Jun 2016,9,,,Vic Armstrong| Dexter Fletcher| Hugh Jackman| David Reid,English,UK| Germany| USA,,-1.0,-1.0,-1,tt8115928,Documentary|Short|Sport
"She Shoots, She Scores: The Making of 'Bend It Like Beckham'",2003,G,,15,,,Gurinder Chadha| Simon Clifford| Trey Farley| Anupam Kher,English,USA,,-1.0,6.7,47,tt0401784,Documentary|Short
