Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,total_gross,inflation_adjusted_gross,movieId,title,genres,movie_title,year
"Honey, I Shrunk the Kids",1989,PG,23 Jun 1989,93.0,Adventure|Comedy|Family,Adventure|Comedy|Family,StuartGordon|BrianYuzna|EdNaha,RickMoranis|MattFrewer|MarciaStrassman,English,UnitedStates,Won 1 BAFTA Film Award2 wins & 10 nominations total,63.0,6.4,151509,tt0097523,130724172.0,285663942.0,2054.0,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,"Honey, I Shrunk the Kids",1989.0
Houseguest,1995,PG,06 Jan 1995,113.0,Comedy,Comedy,MichaelJ.DiGaetano|LawrenceGay,Sinbad|PhilHartman|KimGreist,English,UnitedStates,,-1.0,5.9,6938,tt0110066,26325256.0,46806788.0,248.0,,Comedy,,
I Love Trouble,1994,PG,29 Jun 1994,123.0,Action|Comedy|Romance,Action|Comedy|Romance,NancyMeyers|CharlesShyer,NickNolte|JuliaRoberts|SaulRubinek,English,UnitedStates,,-1.0,5.3,11969,tt0110093,30806194.0,56326277.0,360.0,I Love Trouble (1994),Action|Comedy|Romance,I Love Trouble,1994.0
I Am Number Four,2011,PG-13,18 Feb 2011,111.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,AlfredGough|MilesMillar|MartiNoxon,AlexPettyfer|TimothyOlyphant|DiannaAgron,English|French,UnitedStates|India,1 win & 1 nomination,36.0,6.1,235464,tt1464540,55100437.0,66376063.0,85056.0,I Am Number Four (2011),Action|Sci-Fi|Thriller|IMAX,I Am Number Four,2011.0
I'll Be Home for Christmas,1998,PG,13 Nov 1998,86.0,Comedy|Family,Comedy|Family,TomNursall|HarrisGoldberg|MichaelAllin,JonathanTaylorThomas|JessicaBiel|AdamLaVorgna,English,UnitedStates|Canada,,-1.0,5.5,10550,tt0155753,12214338.0,20305025.0,182661.0,,Comedy|Family,,
Ice Princess,2005,G,18 Mar 2005,98.0,Comedy|Drama|Family,Comedy|Drama|Family,MegCabot|HadleyDavis,MichelleTrachtenberg|KimCattrall|TrevorBlumas,English,UnitedStates|Canada,,55.0,6.0,26814,tt0396652,24381334.0,33828008.0,32289.0,Ice Princess (2005),Children|Comedy|Drama,Ice Princess,2005.0
In the Army Now,1994,PG,12 Aug 1994,91.0,Comedy|War,Comedy|War,SteveZacharias|JeffBuhai|RobbieFox,PaulyShore|LoriPetty|AndyDick,English,UnitedStates,,-1.0,5.0,13460,tt0110123,28881266.0,52806725.0,473.0,In the Army Now (1994),Comedy|War,In the Army Now,1994.0
Incredibles 2,2018,PG,15 Jun 2018,118.0,Animation|Action|Adventure,Animation|Action|Adventure,BradBird,CraigT.Nelson|HollyHunter|SarahVowell,English,UnitedStates,Nominated for 1 Oscar. 12 wins & 80 nominations total,80.0,7.6,282062,tt3606756,608581744.0,656721617.0,187541.0,Incredibles 2 (2018),Action|Adventure|Animation|Children,Incredibles 2,2018.0
Indian Summer,1993,PG-13,23 Apr 1993,97.0,Comedy|Drama|Romance,Comedy|Drama|Romance,MikeBinder,AlanArkin|MattCraven|DianeLane,English,Canada|UnitedStates,,51.0,6.6,5546,tt0107212,14717851.0,27599280.0,5589.0,Indian Summer (1993),Comedy|Drama|Romance,Indian Summer,1993.0
Innocent Blood,1992,R,25 Sep 1992,112.0,Action|Comedy|Crime,Action|Comedy|Crime,MichaelWolk,AnneParillaud|AnthonyLaPaglia|RobertLoggia,English,UnitedStates,6 nominations,44.0,6.2,10073,tt0104511,4877567.0,9420344.0,26774.0,Innocent Blood (1992),Action|Comedy|Crime,Innocent Blood,1992.0
Inside Out,2015,PG,19 Jun 2015,95.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,PeteDocter|RonnieDelCarmen|MegLeFauve,AmyPoehler|BillHader|LewisBlack,English|Portuguese,UnitedStates,Won 1 Oscar. 101 wins & 116 nominations total,94.0,8.2,681506,tt2096673,356461711.0,407525324.0,134853.0,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy,Inside Out,2015.0
Inspector Gadget,1999,PG,23 Jul 1999,78.0,Action|Adventure|Comedy,Action|Adventure|Comedy,AndyHeyward|JeanChalopin|BrunoBianchi,MatthewBroderick|RupertEverett|JoelyFisher,English|Norwegian|French|Spanish,UnitedStates,1 win & 13 nominations,36.0,4.2,47711,tt0141369,97387965.0,158398660.0,2720.0,Inspector Gadget (1999),Action|Adventure|Children|Comedy,Inspector Gadget,1999.0
Instinct,1999,R,04 Jun 1999,126.0,Drama|Thriller,Drama|Thriller,GeraldDiPego|DanielQuinn,AnthonyHopkins|CubaGoodingJr.|DonaldSutherland,English,UnitedStates,1 win & 2 nominations,43.0,6.6,32983,tt0128278,34105207.0,55471116.0,2676.0,Instinct (1999),Drama|Thriller,Instinct,1999.0
Into the Woods,2014,PG,25 Dec 2014,125.0,Adventure|Comedy|Drama,Adventure|Comedy|Drama,JamesLapine,AnnaKendrick|MerylStreep|ChrisPine,English,UnitedStates,Nominated for 3 Oscars. 10 wins & 74 nominations total,69.0,5.9,139137,tt2180411,128002372.0,146512582.0,118997.0,Into the Woods (2014),Children|Comedy|Fantasy|Musical,Into the Woods,2014.0
Invincible,2006,PG,25 Aug 2006,105.0,Biography|Drama|Sport,Biography|Drama|Sport,BradGann,MarkWahlberg|GregKinnear|ElizabethBanks,English,UnitedStates,2 nominations,63.0,7.0,69914,tt0445990,57806952.0,77698163.0,47644.0,Invincible (2006),Biography|Drama|Sport,Invincible,2006.0
Iron Man 3,2013,PG-13,03 May 2013,130.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,DrewPearce|ShaneBlack|StanLee,RobertDowneyJr.|GuyPearce|GwynethPaltrow,English,UnitedStates,Nominated for 1 Oscar. 20 wins & 63 nominations total,62.0,7.2,819088,tt1300854,408992272.0,475730010.0,102125.0,Iron Man 3 (2013),Action|Sci-Fi|Thriller|IMAX,Iron Man 3,2013.0
Iron Will,1994,PG,14 Jan 1994,108.0,Adventure|Family,Adventure|Family,JohnMichaelHayes|DjordjeMilicevic|JeffArch,MackenzieAstin|KevinSpacey|DavidOgdenStiers,English,UnitedStates,,56.0,6.6,8477,tt0110157,20623071.0,37707378.0,5357.0,Iron Will (1994),Adventure|Family,Iron Will,1994.0
It's Pat: The Movie,1994,PG-13,25 Nov 1994,77.0,Comedy,Comedy,JuliaSweeney|JimEmerson|StephenHibbert,JuliaSweeney|DaveFoley|CharlesRocket,English|Japanese,UnitedStates,1 win & 7 nominations,-1.0,2.7,9848,tt0110169,60822.0,111207.0,,,Comedy,,
Jack,1996,PG-13,09 Aug 1996,113.0,Comedy|Drama|Fantasy,Comedy|Drama|Fantasy,JamesDeMonaco|GaryNadeau,RobinWilliams|DianeLane|BrianKerwin,English|Spanish,UnitedStates,6 nominations,31.0,5.8,59990,tt0116669,58617334.0,101233518.0,765.0,Jack (1996),Comedy|Drama|Fantasy,Jack,1996.0
James and the Giant Peach,1996,PG,12 Apr 1996,79.0,Animation|Adventure|Family,Animation|Adventure|Family,RoaldDahl|KareyKirkpatrick|JonathanRoberts,PaulTerry|JoannaLumley|PetePostlethwaite,English,UnitedKingdom|UnitedStates,Nominated for 1 Oscar. 4 wins & 13 nominations total,78.0,6.7,65537,tt0116683,28921264.0,49947704.0,661.0,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,James and the Giant Peach,1996.0
Jefferson in Paris,1995,PG-13,31 Mar 1995,139.0,Biography|Drama|History,Biography|Drama|History,RuthPrawerJhabvala,NickNolte|GretaScacchi|GwynethPaltrow,English|French,UnitedStates|France,2 nominations,45.0,5.7,3024,tt0113463,2461628.0,4376819.0,254.0,Jefferson in Paris (1995),Biography|Drama|History,Jefferson in Paris,1995.0
John Carter,2012,PG-13,09 Mar 2012,132.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,AndrewStanton|MarkAndrews|MichaelChabon,TaylorKitsch|LynnCollins|WillemDafoe,English,UnitedStates,2 wins & 8 nominations,51.0,6.6,267933,tt0401729,73058679.0,86224858.0,93363.0,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,John Carter,2012.0
Jonas Brothers: The 3D Concert Experience,2009,G,27 Feb 2009,76.0,Documentary|Music,Documentary|Music,,NickJonas|JoeJonas|KevinJonas,English,UnitedStates,1 win & 4 nominations,45.0,1.7,17454,tt1229827,38174685.0,48216365.0,,,Documentary|Music,,
Judge Dredd,1995,R,30 Jun 1995,96.0,Action|Crime|Sci-Fi,Action|Crime|Sci-Fi,JohnWagner|CarlosEzquerra|MichaelDeLuca,SylvesterStallone|ArmandAssante|RobSchneider,English,UnitedStates|Netherlands|UnitedKingdom,2 wins & 5 nominations,-1.0,5.5,116503,tt0113492,34687912.0,61675744.0,173.0,Judge Dredd (1995),Action|Crime|Sci-Fi,Judge Dredd,1995.0
Jungle 2 Jungle,1997,PG,07 Mar 1997,105.0,Comedy|Family,Comedy|Family,HervéPalud|ThierryLhermitte|Jean-MariePallardy,TimAllen|MartinShort|JoBethWilliams,English,UnitedStates|France,3 nominations,42.0,5.1,24108,tt0119432,59925026.0,101170618.0,,,Comedy|Family,,
Jungle Cruise,2021,PG-13,30 Jul 2021,127.0,Action|Adventure|Comedy,Action|Adventure|Comedy,MichaelGreen|GlennFicarra|JohnRequa,DwayneJohnson|EmilyBlunt|EdgarRamírez,English|German|Spanish|Italian|Tupi|French|Portuguese|Latin,UnitedStates,3 wins & 8 nominations,50.0,6.6,171755,tt0870154,116987516.0,116987516.0,,,Action|Adventure|Comedy,,
Just Visiting,2001,PG-13,06 Apr 2001,88.0,Adventure|Comedy|Fantasy,Adventure|Comedy|Fantasy,Jean-MariePoiré|ChristianClavier|JohnHughes,JeanReno|ChristinaApplegate|ChristianClavier,English|French,France|UnitedStates,,38.0,5.7,19098,tt0189192,4777007.0,7309009.0,4240.0,Just Visiting (2001),Adventure|Comedy|Fantasy,Just Visiting,2001.0
Kazaam,1996,PG,17 Jul 1996,93.0,Comedy|Family|Fantasy,Comedy|Family|Fantasy,PaulMichaelGlaser|ChristianFord|RogerSoffer,ShaquilleO'Neal|FrancisCapra|AllyWalker,English,UnitedStates,2 nominations,24.0,3.0,24212,tt0116756,18880508.0,32607082.0,810.0,Kazaam (1996),Children|Comedy|Fantasy,Kazaam,1996.0
The Wind Rises,2013,PG-13,21 Feb 2014,126.0,Animation|Biography|Drama,Animation|Biography|Drama,HayaoMiyazaki,HideakiAnno|HidetoshiNishijima|MioriTakimoto,Japanese|German|Italian|French|English,Japan|France|UnitedStates,Nominated for 1 Oscar. 26 wins & 54 nominations total,83.0,7.8,82177,tt2013293,5201879.0,6050700.0,,,Animation|Biography|Drama,,
Keeping the Faith,2000,PG-13,14 Apr 2000,128.0,Comedy|Drama|Romance,Comedy|Drama|Romance,StuartBlumberg,BenStiller|EdwardNorton|JennaElfman,English|Hebrew|Spanish,UnitedStates,2 wins & 6 nominations,60.0,6.4,51561,tt0171433,37036404.0,58279642.0,3536.0,Keeping the Faith (2000),Comedy|Drama|Romance,Keeping the Faith,2000.0
King Arthur,2004,PG-13,07 Jul 2004,126.0,Action|Adventure|Drama,Action|Adventure|Drama,DavidFranzoni,CliveOwen|StephenDillane|KeiraKnightley,English|Latin|IrishGaelic|Welsh|Gaelic,UnitedStates|UnitedKingdom|Ireland,4 wins & 8 nominations,46.0,6.3,165862,tt0349683,51877963.0,74417001.0,8640.0,King Arthur (2004),Action|Adventure|Drama|War,King Arthur,2004.0
Krippendorf's Tribe,1998,PG-13,27 Feb 1998,94.0,Comedy,Comedy,FrankParkin|CharliePeters,RichardDreyfuss|JennaElfman|NatashaLyonne,English,UnitedStates,1 nomination,-1.0,5.0,5526,tt0120725,7571115.0,12586165.0,1855.0,Krippendorf's Tribe (1998),Comedy,Krippendorf's Tribe,1998.0
Kundun,1997,PG-13,16 Jan 1998,134.0,Biography|Drama|History,Biography|Drama|History,MelissaMathison,TenzinThuthobTsarong|GyurmeTethong|TulkuJamyangKungaTenzin,English|Tibetan|Mandarin,UnitedStates|Monaco|Morocco,Nominated for 4 Oscars. 7 wins & 13 nominations total,74.0,7.0,27787,tt0119485,5686694.0,9600769.0,1730.0,Kundun (1997),Biography|Drama|History,Kundun,1997.0
Ladder 49,2004,PG-13,01 Oct 2004,115.0,Action|Drama|Thriller,Action|Drama|Thriller,LewisColick,JoaquinPhoenix|JohnTravolta|JacindaBarrett,English,UnitedStates,1 win & 7 nominations,47.0,6.5,57545,tt0349710,74541707.0,106927296.0,8908.0,Ladder 49 (2004),Action|Drama|Thriller,Ladder 49,2004.0
Lady and the Tramp,1955,G,22 Jun 1955,76.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,WardGreene|ErdmanPenner|JoeRinaldi,BarbaraLuddy|LarryRoberts|PeggyLee,English,UnitedStates,Nominated for 1 BAFTA Film Award1 win & 2 nominations total,78.0,7.3,131997,tt0048280,93600000.0,946372835.0,2080.0,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,Lady and the Tramp,1955.0
Last Dance,1996,R,03 May 1996,103.0,Drama|Thriller,Drama|Thriller,StevenHaft|RonKoslow,SharonStone|RobMorrow|RandyQuaid,English,UnitedStates,1 nomination,-1.0,5.7,4358,tt0116827,5857534.0,10116099.0,726.0,Last Dance (1996),Drama|Thriller,Last Dance,1996.0
Life with Mikey,1993,PG,04 Jun 1993,91.0,Comedy|Family,Comedy|Family,MarcLawrence,MichaelJ.Fox|ChristinaVidal|NathanLane,English,UnitedStates,4 nominations,50.0,5.6,5947,tt0107413,12349549.0,23158181.0,486.0,Life with Mikey (1993),Comedy|Family,Life with Mikey,1993.0
Lilo & Stitch,2002,PG,21 Jun 2002,85.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,ChrisSanders|DeanDeBlois,DaveighChase|ChrisSanders|TiaCarrere,English|Hawaiian,UnitedStates,Nominated for 1 Oscar. 11 wins & 27 nominations total,73.0,7.3,183571,tt0275847,145771527.0,219564817.0,5444.0,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,Lilo & Stitch,2002.0
Lincoln,2012,PG-13,16 Nov 2012,150.0,Biography|Drama|History,Biography|Drama|History,TonyKushner|DorisKearnsGoodwin,DanielDay-Lewis|SallyField|DavidStrathairn,English,UnitedStates|India,Won 2 Oscars. 107 wins & 252 nominations total,86.0,7.3,256757,tt0443272,182207973.0,215044358.0,98154.0,Lincoln (2012),Biography|Drama|History,Lincoln,2012.0
Mad Love,1995,PG-13,26 May 1995,93.0,Comedy|Drama|Romance,Comedy|Drama|Romance,PaulaMilne,ChrisO'Donnell|DrewBarrymore|MatthewLillard,English,UnitedStates,,-1.0,5.4,6543,tt0113729,15446532.0,27464217.0,179.0,Mad Love (1995),Comedy|Drama|Romance,Mad Love,1995.0
Maleficent,2014,PG,30 May 2014,97.0,Adventure|Family|Fantasy,Adventure|Family|Fantasy,LindaWoolverton|CharlesPerrault|MiltBanta,AngelinaJolie|ElleFanning|SharltoCopley,English,UnitedStates,Nominated for 1 Oscar. 12 wins & 43 nominations total,56.0,7.0,366653,tt1587310,241407328.0,276316840.0,111659.0,Maleficent (2014),Action|Adventure|Children|IMAX,Maleficent,2014.0
Maleficent: Mistress of Evil,2019,PG,18 Oct 2019,119.0,Adventure|Family|Fantasy,Adventure|Family|Fantasy,LindaWoolverton|NoahHarpster|MicahFitzerman-Blue,AngelinaJolie|ElleFanning|HarrisDickinson,English,UnitedStates|UnitedKingdom|Canada,Nominated for 1 Oscar. 1 win & 11 nominations total,43.0,6.6,100187,tt4777008,113929605.0,120753607.0,205661.0,Maleficent: Mistress of Evil (2019),Adventure|Family|Fantasy,Maleficent: Mistress of Evil,2019.0
Man of the House,1995,PG,03 Mar 1995,96.0,Comedy|Family,Comedy|Family,DavidE.Peckinpah|RichardJefferies|JamesOrr,ChevyChase|FarrahFawcett|JonathanTaylorThomas,English,UnitedStates,2 nominations,-1.0,5.2,9576,tt0113755,40029009.0,71172313.0,274.0,Man of the House (1995),Comedy|Family,Man of the House,1995.0
Mary Poppins Returns,2018,PG,19 Dec 2018,130.0,Adventure|Comedy|Family,Adventure|Comedy|Family,P.L.Travers|DavidMagee|RobMarshall,EmilyBlunt|Lin-ManuelMiranda|BenWhishaw,English,UnitedStates|UnitedKingdom,Nominated for 4 Oscars. 23 wins & 111 nominations total,66.0,6.7,86026,tt5028340,171958438.0,185560649.0,195161.0,Mary Poppins Returns (2018),Adventure|Comedy|Family,Mary Poppins Returns,2018.0
Max Keeble's Big Move,2001,PG,05 Oct 2001,86.0,Comedy|Crime|Family,Comedy|Crime|Family,DavidL.Watts|JonathanBernstein|MarkBlackwell,AlexD.Linz|LarryMiller|JamieKennedy,English,UnitedStates,1 win & 1 nomination,40.0,5.4,8032,tt0273799,17292381.0,26458026.0,4822.0,Max Keeble's Big Move (2001),Comedy|Crime|Family,Max Keeble's Big Move,2001.0
"McFarland, USA",2015,PG,20 Feb 2015,129.0,Biography|Drama|Sport,Biography|Drama|Sport,ChristopherCleveland|BettinaGilois|GrantThompson,KevinCostner|MariaBello|RamiroRodriguez,English|Spanish,UnitedStates,4 wins & 3 nominations,60.0,7.4,38100,tt2097298,44480275.0,50852133.0,129659.0,"McFarland, USA (2015)",Biography|Drama|Sport,"McFarland, USA",2015.0
Medicine Man,1992,PG-13,07 Feb 1992,106.0,Adventure|Drama|Romance,Adventure|Drama|Romance,TomSchulman|SallyRobinson,SeanConnery|LorraineBracco|JoséWilker,English,UnitedStates,1 nomination,43.0,6.0,23085,tt0104839,44948240.0,86811294.0,2822.0,Medicine Man (1992),Adventure|Drama|Romance,Medicine Man,1992.0
Meet the Deedles,1998,PG,27 Mar 1998,93.0,Comedy|Family,Comedy|Family,JimHerzfeld,PaulWalker|SteveVanWormer|A.J.Langer,English,UnitedStates,1 win & 2 nominations,-1.0,4.1,2923,tt0120645,4356126.0,7241591.0,1822.0,Meet the Deedles (1998),Children|Comedy,Meet the Deedles,1998.0
Meet the Robinsons,2007,G,30 Mar 2007,95.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JonBernstein|MichelleBochnerSpitz|DonHall,DanielHansen|WesleySingerman|AngelaBassett,English,UnitedStates,1 win & 10 nominations,61.0,6.8,96371,tt0396555,97822171.0,127841313.0,52287.0,Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi,Meet the Robinsons,2007.0
Metro,1997,R,17 Jan 1997,117.0,Action|Comedy|Crime,Action|Comedy|Crime,RandyFeldman,EddieMurphy|MichaelRapaport|KimMiyori,English,UnitedStates,1 nomination,41.0,5.5,27341,tt0119664,32017895.0,54055383.0,1432.0,Metro (1997),Action|Comedy|Crime|Drama|Thriller,Metro,1997.0
Miami Rhapsody,1995,PG-13,27 Jan 1995,95.0,Comedy|Romance,Comedy|Romance,DavidFrankel,SarahJessicaParker|MiaFarrow|AntonioBanderas,English,UnitedStates,1 nomination,-1.0,5.4,3337,tt0113808,5086578.0,9044029.0,278.0,Miami Rhapsody (1995),Comedy|Romance,Miami Rhapsody,1995.0
Midnight Madness,1980,PG,08 Feb 1980,112.0,Comedy,Comedy,DavidWechter|MichaelNankin,DavidNaughton|DebraClinger|JoelKenney,English,UnitedStates,,28.0,6.4,3490,tt0081159,2900000.0,9536565.0,4335.0,Midnight Madness (1980),Comedy,Midnight Madness,1980.0
Mighty Joe Young,1998,PG,25 Dec 1998,114.0,Action|Adventure|Family,Action|Adventure|Family,MerianC.Cooper|RuthRose|MarkRosenthal,BillPaxton|CharlizeTheron|RadeSerbedzija,English|Swahili,UnitedStates,Nominated for 1 Oscar. 1 win & 4 nominations total,51.0,5.7,28904,tt0120751,50632037.0,84170325.0,2429.0,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,Mighty Joe Young,1998.0
Million Dollar Arm,2014,PG,16 May 2014,124.0,Biography|Drama|Sport,Biography|Drama|Sport,TomMcCarthy,JonHamm|AasifMandvi|AlanArkin,English|Hindi,UnitedStates,1 win & 2 nominations,56.0,7.0,45505,tt1647668,36447959.0,41718637.0,,,Biography|Drama|Sport,,
Miracle,2004,PG,06 Feb 2004,135.0,Biography|Drama|History,Biography|Drama|History,EricGuggenheim,KurtRussell|PatriciaClarkson|NathanWest,English,Canada|UnitedStates,2 wins & 4 nominations,68.0,7.5,53529,tt0349825,64378093.0,92347971.0,7263.0,Miracle (2004),Biography|Drama|History,Miracle,2004.0
Miracle at St Anna,2008,R,26 Sep 2008,160.0,Action|Drama|War,Action|Drama|War,JamesMcBride,DerekLuke|MichaelEaly|LazAlonso,English|German|Italian,UnitedStates|Italy,1 win & 10 nominations,37.0,6.1,18525,tt1046997,7916887.0,9963813.0,61991.0,Miracle at St. Anna (2008),Drama|Mystery|War,Miracle at St Anna,2008.0
Mission to Mars,2000,PG,10 Mar 2000,114.0,Adventure|Sci-Fi|Thriller,Adventure|Sci-Fi|Thriller,LowellCannon|JimThomas|JohnThomas,TimRobbins|GarySinise|DonCheadle,English,UnitedStates|Canada|France,2 nominations,34.0,5.7,72756,tt0183523,60874615.0,95790908.0,3354.0,Mission to Mars (2000),Adventure|Sci-Fi|Thriller,Mission to Mars,2000.0
Moana,2016,PG,23 Nov 2016,107.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JaredBush|RonClements|JohnMusker,Auli'iCravalho|DwayneJohnson|RachelHouse,English|French,UnitedStates,Nominated for 2 Oscars. 21 wins & 90 nominations total,81.0,7.6,315408,tt3521164,284792959.0,321533739.0,166461.0,Moana (2016),Adventure|Animation|Children|Comedy|Fantasy,Moana,2016.0
Money for Nothing,1993,R,10 Sep 1993,100.0,Comedy|Crime|Drama,Comedy|Crime|Drama,MarkBowden|RamónMenéndez|TomMusca,JohnCusack|DebiMazar|MichaelMadsen,English,UnitedStates,,-1.0,5.7,3953,tt0107594,1044824.0,1959279.0,7229.0,Money for Nothing (1993),Comedy|Crime|Drama,Money for Nothing,1993.0
Monkey Kingdom,2015,G,17 Apr 2015,81.0,Documentary,Documentary,MarkLinfield|KateKondell,TinaFey,English,UnitedStates,2 wins & 1 nomination,72.0,7.3,3957,tt3660770,16432322.0,18786273.0,132458.0,Monkey Kingdom (2015),Documentary,Monkey Kingdom,2015.0
Monsters University,2013,G,21 Jun 2013,104.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,DanScanlon|DanielGerson|RobertL.Baird,BillyCrystal|JohnGoodman|SteveBuscemi,English,UnitedStates,Nominated for 2 BAFTA Film 9 wins & 58 nominations total,65.0,7.3,348001,tt1453405,268488329.0,312299190.0,103141.0,Monsters University (2013),Adventure|Animation|Comedy,Monsters University,2013.0
"Monsters, Inc",2001,G,02 Nov 2001,92.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,PeteDocter|JillCulton|JeffPidgeon,BillyCrystal|JohnGoodman|MaryGibbs,English,UnitedStates,Won 1 Oscar. 15 wins & 38 nominations total,79.0,8.1,875550,tt0198781,290149425.0,443940088.0,4886.0,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,"Monsters, Inc",2001.0
Moonlight Mile,2002,PG-13,04 Oct 2002,117.0,Drama|Romance,Drama|Romance,BradSilberling,JakeGyllenhaal|DustinHoffman|SusanSarandon,English|Hebrew,UnitedStates,1 win & 6 nominations,59.0,6.6,14051,tt0179098,6830957.0,10288962.0,5625.0,Moonlight Mile (2002),Drama|Romance,Moonlight Mile,2002.0
Morning Light,2008,PG,12 Mar 2009,97.0,Documentary|Sport,Documentary|Sport,LeslieDeMeuse|RoyEdwardDisney|MarkMonroe,ChrisBranning|KateTheisen|ChrisSchubert,English,UnitedStates,,51.0,5.8,389,tt1198405,275093.0,346218.0,150556.0,Morning Light (2008),Documentary|Sport,Morning Light,2008.0
Mulan,1998,G,19 Jun 1998,88.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,RobertD.SanSouci|RitaHsiao|ChrisSanders,Ming-NaWen|EddieMurphy|BDWong,English|Mandarin,UnitedStates,Nominated for 1 Oscar. 17 wins & 21 nominations total,71.0,7.6,277743,tt0120762,120620254.0,200518222.0,1907.0,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,Mulan,1998.0
Mumford,1999,R,24 Sep 1999,112.0,Comedy|Drama,Comedy|Drama,LawrenceKasdan,LorenDean|HopeDavis|JasonLee,English,UnitedStates,1 win & 1 nomination,62.0,6.8,9176,tt0140397,4559569.0,7416004.0,2883.0,Mumford (1999),Comedy|Drama,Mumford,1999.0
Muppet Treasure Island,1996,G,16 Feb 1996,99.0,Action|Adventure|Comedy,Action|Adventure|Comedy,RobertLouisStevenson|JerryJuhl|KirkR.Thatcher,TimCurry|BillyConnolly|JenniferSaunders,English,UnitedStates,5 nominations,64.0,6.9,23768,tt0117110,34327391.0,59284213.0,107.0,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,Muppet Treasure Island,1996.0
Muppets Most Wanted,2014,PG,21 Mar 2014,107.0,Adventure|Comedy|Crime,Adventure|Comedy|Crime,JamesBobin|NicholasStoller|JimHenson,RickyGervais|TyBurrell|TinaFey,English|German,UnitedStates,Nominated for 1 BAFTA Film Award3 wins & 11 nominations total,61.0,6.4,34049,tt2281587,51178893.0,58579787.0,110297.0,Muppets Most Wanted (2014),Adventure|Comedy|Crime,Muppets Most Wanted,2014.0
